1,STATE ABBREVIATION,STATE,D,FEC ID#,(I),CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,GE RUNOFF ELECTION VOTES (LA),GE RUNOFF ELECTION % (LA),"COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)",GE WINNER INDICATOR,FOOTNOTES
935,GA,Georgia,11,H4GA11103 ,,Hayden ,Collins,"Collins, Hayden ",,R,3247,0.0654491947350386,,,,,,,,,,
936,GA,Georgia,11,H6GA11074 ,,Billy ,Davis,"Davis, Billy ",,R,2435,0.0490818568462639,,,,,,,,,,
937,GA,Georgia,11,n/a,,,,,Party Votes:,R,49611,,,,,,,,,,,
938,GA,Georgia,11,H4GA11111,,Don ,Wilson,"Wilson, Don ",,D,6861,1,,,105383,0.325942261179396,,,,,,
939,GA,Georgia,11,n/a,,,,,Party Votes:,D,6861,,,,,,,,,,,
940,GA,Georgia,11,n/a,,,,,District Votes:,,56472,,,,323318,,,,,,,
941,GA,Georgia,11,n/a,,,,,,,,,,,,,,,,,,
942,GA,Georgia,12,H2GA12121,(I),Rick ,Allen,"Allen, Rick ",,R,46686,0.789588512862144,,,159492,0.616008527994068,,,,,W,
943,GA,Georgia,12,H4GA12051,,Eugene,Yu,"Yu, Eugene",,R,12441,0.210411487137856,,,,,,,,,,
944,GA,Georgia,12,n/a,,,,,Party Votes:,R,59127,,,,,,,,,,,
945,GA,Georgia,12,H6GA12031,,Patricia C.,McCracken,"McCracken, Patricia C.",,D,16138,0.622487945998071,,,99420,0.383991472005933,,,,,,
946,GA,Georgia,12,H6GA12015 ,,Joyce,Nolin,"Nolin, Joyce",,D,9787,0.377512054001929,,,,,,,,,,
947,GA,Georgia,12,n/a,,,,,Party Votes:,D,25925,,,,,,,,,,,
948,GA,Georgia,12,n/a,,,,,District Votes:,,85052,,,,258912,,,,,,,
949,GA,Georgia,12,n/a,,,,,,,,,,,,,,,,,,
950,GA,Georgia,13,H2GA13012 ,(I),David ,Scott,"Scott, David ",,D,36214,1,,,252833,1,,,,,W,
951,GA,Georgia,13,n/a,,,,,Party Votes:,D,36214,,,,,,,,,,,
952,GA,Georgia,13,n/a,,,,,District Votes:,,36214,,,,252833,,,,,,,
953,GA,Georgia,13,n/a,,,,,,,,,,,,,,,,,,
954,GA,Georgia,14,H0GA09030 ,(I),Tom ,Graves,"Graves, Tom ",,R,44260,0.756477746632939,,,216743,0.999032048416016,,,,,W,
955,GA,Georgia,14,H6GA14011 ,,Mickey,Tuck,"Tuck, Mickey",,R,7493,0.128067956518767,,,,,,,,,,
956,GA,Georgia,14,H6GA14029 ,,Allan,Levene,"Levene, Allan",,R,6755,0.115454296848294,,,,,,,,,,
957,GA,Georgia,14,n/a,,,,,Party Votes:,R,58508,,,,,,,,,,,
958,GA,Georgia,14,H6GA14037,,Patrick A.,Boggs,"Boggs, Patrick A.",,W,,,,,210,0.000967951583983628,,,,,,
959,GA,Georgia,14,n/a,,,,,District Votes:,,58508,,,,216953,,,,,,,
960,GA,Georgia,14,n/a,,,,,,,,,,,,,,,,,,
961,GA,Georgia,H,n/a,,,,,Total State Votes:,,793290,,42334,,3772862,,,,,,,
962,,,,n/a,,,,,,,,,,,,,,,,,,
963,GU,Guam,0,H2GU00033,(I),Madeleine Zeien,Bordallo,"Bordallo, Madeleine Zeien",,D,8061,0.62809724170173,,,18345,0.536905876843831,,,,,W,
964,GU,Guam,0,H6GU00042,,Anthony M.,Babauta,"Babauta, Anthony M.",,D,4715,0.367383512544803,,,,,,,,,,
965,GU,Guam,0,n/a,,,Scattered,Scattered,,W(D),58,0.00451924575346735,,,,,,,,,,
966,GU,Guam,0,n/a,,,,,Party Votes:,D,12834,,,,,,,,,,,
967,GU,Guam,0,H6GU01016,,Felix P.,Camacho,"Camacho, Felix P.",,R,4651,0.601915361718649,,,15617,0.457065090142824,,,,,,
968,GU,Guam,0,H4GU00021,,Margaret G.,Metcalfe,"Metcalfe, Margaret G.",,R,3042,0.393684482981752,,,,,,,,,,
969,GU,Guam,0,n/a,,,Scattered,Scattered,,W(R),34,0.00440015529959881,,,,,,,,,,
970,GU,Guam,0,n/a,,,,,Party Votes:,R,7727,,,,,,,,,,,
971,GU,Guam,0,n/a,,,Scattered,Scattered,,W,,,,,206,0.00602903301334582,,,,,,
972,GU,Guam,0,n/a,,,Scattered,Scattered,,W(IP),4,1,,,,,,,,,,
973,GU,Guam,0,n/a,,,,,Party Votes:,IP,4,,,,,,,,,,,
974,GU,Guam,0,n/a,,,,,District Votes:,,20565,,,,34168,,,,,,,
975,GU,Guam,H,n/a,,,,,Total State Votes:,,20565,,,,34168,,,,,,,
976,,,,n/a,,,,,,,,,,,,,,,,,,
977,HI,Hawaii,,n/a,,,,,,,,,,,,,,,,,,
978,HI,Hawaii,,n/a,,,,,,,,,,,,,,,,,,
979,HI,Hawaii,,n/a,,,,,,,,,,,,,,,,,,
980,HI,Hawaii,,FULL TERM:,,,,FULL TERM:,,,,,,,,,,,,,,
981,HI,Hawaii,01 - FULL TERM,H2HI02110,,Colleen Wakako,Hanabusa,"Hanabusa, Colleen Wakako",,D,74022,0.803756990064607,,,145417,0.718616109153625,,,,,W,
982,HI,Hawaii,01 - FULL TERM,H6HI01220,,Lei (Leinaala),Ahu Isa,"Ahu Isa, Lei (Leinaala)",,D,11518,0.125066507410826,,,,,,,,,,
983,HI,Hawaii,01 - FULL TERM,H6HI01238,,Howard,Kim,"Kim, Howard",,D,2750,0.0298604701666757,,,,,,,,,,
984,HI,Hawaii,01 - FULL TERM,H6HI01196 ,,Javier,Ocasio,"Ocasio, Javier",,D,1117,0.0121287800640643,,,,,,,,,,
985,HI,Hawaii,01 - FULL TERM,H6HI01246,,Sam,Puletasi,"Puletasi, Sam",,D,1036,0.0112492534882458,,,,,,,,,,
986,HI,Hawaii,01 - FULL TERM,H6HI01253,,Lei  ,Sharsh-Davis,"Sharsh-Davis, Lei  ",,D,915,0.0099353928009121,,,,,,,,,,
987,HI,Hawaii,01 - FULL TERM,H8HI01168,,Steve,Tataii,"Tataii, Steve",,D,737,0.00800260600466909,,,,,,,,,,
988,HI,Hawaii,01 - FULL TERM,n/a,,,,,Party Votes:,D,92095,,,,,,,,,,,
989,HI,Hawaii,01 - FULL TERM,H6HI01279,,Shirlene D. (Shirl),Ostrov,"Ostrov, Shirlene D. (Shirl)",,R,13645,1,,,45958,0.227113467782187,,,,,,
990,HI,Hawaii,01 - FULL TERM,n/a,,,,,Party Votes:,R,13645,,,,,,,,,,,
991,HI,Hawaii,01 - FULL TERM,H6HI01261,,Alan J.K.,Yim,"Yim, Alan J.K.",,LIB,446,1,,,6601,0.0326205666223555,,,,,,
992,HI,Hawaii,01 - FULL TERM,n/a,,,,,Party Votes:,LIB,446,,,,,,,,,,,
993,HI,Hawaii,01 - FULL TERM,H4HI01183,,Calvin (G),Griffin,"Griffin, Calvin (G)",,N,552,1,,,4381,0.021649856441833,,,,,,
994,HI,Hawaii,01 - FULL TERM,n/a,,,,,Party Votes:,N,552,,,,,,,,,,,
995,HI,Hawaii,01 - FULL TERM,n/a,,,,,District Votes:,,106738,,,,202357,,,,,,,
996,HI,Hawaii,,n/a,,,,,,,,,,,,,,,,,,
997,HI,Hawaii,,n/a,,,,,,,,,,,,,,,,,,
998,HI,Hawaii,01 - UNEXPIRED TERM,H2HI02110,,Colleen Wakako,Hanabusa,"Hanabusa, Colleen Wakako",,D,,,,,129083,0.650649475026589,,,,,W,
999,HI,Hawaii,01 - UNEXPIRED TERM,H6HI01279,,Shirlene DelaCruz,Ostrov,"Ostrov, Shirlene DelaCruz",,R,,,,,44090,0.222237903937175,,,,,,
1000,HI,Hawaii,01 - UNEXPIRED TERM,H6HI02400,,Angela Aulani,Kaaihue,"Kaaihue, Angela Aulani",,D,,,,,5885,0.0296636440161096,,,,,,
1001,HI,Hawaii,01 - UNEXPIRED TERM,H6HI01261,,Alan J.K.,Yim,"Yim, Alan J.K.",,LIB,,,,,5559,0.0280204243136029,,,,,,
1002,HI,Hawaii,01 - UNEXPIRED TERM,H6HI01238,,Howard,Kim,"Kim, Howard",,D,,,,,4259,0.021467707708515,,,,,,
1003,HI,Hawaii,01 - UNEXPIRED TERM,H6HI01295,,Peter,Cross,"Cross, Peter",,D,,,,,3420,0.0172386852226159,,,,,,
1004,HI,Hawaii,01 - UNEXPIRED TERM,H4HI01183,,Calvin C. (G),Griffin,"Griffin, Calvin C. (G)",,N,,,,,2824,0.0142345166867449,,,,,,
1005,HI,Hawaii,01 - UNEXPIRED TERM,H6HI01196 ,,Javier,Ocasio,"Ocasio, Javier",,D,,,,,1893,0.00954176348725497,,,,,,
1006,HI,Hawaii,01 - UNEXPIRED TERM,H4HI01050,,Yvonne,Perry,"Perry, Yvonne",,N,,,,,1050,0.00529257879641718,,,,,,
1007,HI,Hawaii,01 - UNEXPIRED TERM,H6HI01303,,Peter H.,Plotzeneder,"Plotzeneder, Peter H.",,N,,,,,328,0.00165330080497603,,,,,,
1008,HI,Hawaii,01 - UNEXPIRED TERM,n/a,,,,,District Votes:,,,,,,198391,,,,,,,
1009,HI,Hawaii,01 - UNEXPIRED TERM,n/a,,,,,,,,,,,,,,,,,,
1010,HI,Hawaii,,n/a,,,,,,,,,,,,,,,,,,
1011,HI,Hawaii,2,H2HI02508,(I),Tulsi,Gabbard,"Gabbard, Tulsi",,D,80026,0.84532423496604,,,170848,0.811567766820574,,,,,W,
1012,HI,Hawaii,2,H6HI02384 ,,Shay ,Chan Hodges,"Chan Hodges, Shay ",,D,14643,0.15467576503396,,,,,,,,,,
1013,HI,Hawaii,2,n/a,,,,,Party Votes:,D,94669,,,,,,,,,,,
1014,HI,Hawaii,2,H6HI02400,,Angela Aulani,Kaaihue,"Kaaihue, Angela Aulani",,R,7449,0.559024390243903,,,39668,0.188432233179426,,,,,,
1015,HI,Hawaii,2,H6HI02392,,Eric,Hafner,"Hafner, Eric",,R,5876,0.440975609756098,,,,,,,,,,
1016,HI,Hawaii,2,n/a,,,,,Party Votes:,R,13325,,,,,,,,,,,
1017,HI,Hawaii,2,H6HI02376,,Richard L.,Turner,"Turner, Richard L.",,N,697,1,,,,,,,,,,
1018,HI,Hawaii,2,n/a,,,,,Party Votes:,N,697,,,,,,,,,,,
1019,HI,Hawaii,2,n/a,,,,,District Votes:,,108691,,,,210516,,,,,,,
1020,HI,Hawaii,,n/a,,,,,,,,,,,,,,,,,,
1021,HI,Hawaii,H,n/a,,,,,Total State Votes:,,215429,,,,611264,,,,,,,
1022,,,,n/a,,,,,,,,,,,,,,,,,,
1023,ID,Idaho,,n/a,,,,,,,,,,,,,,,,,,
1024,ID,Idaho,1,H0ID01253,(I),Raul R.,Labrador,"Labrador, Raul R.",,R,51568,0.80976084669378,,,242252,0.68171444491033,,,,,W,
1025,ID,Idaho,1,H6ID01243,,Gordon,Counsil,"Counsil, Gordon",,R,6510,0.102225083617292,,,,,,,,,,
1026,ID,Idaho,1,H6ID01284,,Isaac M. ,Haugen,"Haugen, Isaac M. ",,R,5605,0.088014069688928,,,,,,,,,,
1027,ID,Idaho,1,n/a,,,,,Party Votes:,R,63683,,,,,,,,,,,
1028,ID,Idaho,1,H6ID01250,,James ,Piotrowski,"Piotrowski, James ",,D,6954,0.561531007751938,,,113052,0.318136409301069,,,,,,
1029,ID,Idaho,1,H6ID01268,,Shizandra,Fox,"Fox, Shizandra",,D,3428,0.276808785529716,,,,,,,,,,
1030,ID,Idaho,1,H6ID01276,,Staniela,Nikolova,"Nikolova, Staniela",,D,2002,0.161660206718346,,,,,,,,,,
1031,ID,Idaho,1,n/a,,,,,Party Votes:,D,12384,,,,,,,,,,,
1032,ID,Idaho,1,H2ID01150,,,Pro-Life,Pro-Life,,W,,,,,53,0.000149145788601322,,,,,,
1033,ID,Idaho,1,n/a,,,,,District Votes:,,76067,,,,355357,,,,,,,
1034,ID,Idaho,1,n/a,,,,,,,,,,,,,,,,,,
1035,ID,Idaho,2,H8ID02064,(I),Mike ,Simpson,"Simpson, Mike ",,R,47116,0.729824344000744,,,205292,0.629272584041663,,,,,W,
1036,ID,Idaho,2,H4ID01123,,Lisa ,Marie,"Marie, Lisa ",,R,17442,0.270175655999256,,,,,,,,,,
1037,ID,Idaho,2,n/a,,,,,Party Votes:,R,64558,,,,,,,,,,,
1038,ID,Idaho,2,H6ID02209,,Jennifer ,Martinez,"Martinez, Jennifer ",,D,13816,1,,,95940,0.294080683674752,,,,,,
1039,ID,Idaho,2,n/a,,,,,Party Votes:,D,13816,,,,,,,,,,,
1040,ID,Idaho,2,H6ID02183,,Anthony,Tomkins,"Tomkins, Anthony",,CON,82,1,,,25005,0.0766467322835853,,,,,,
1041,ID,Idaho,2,n/a,,,,,Party Votes:,CON,82,,,,,,,,,,,
1042,ID,Idaho,2,n/a,,,,,District Votes:,,78456,,,,326237,,,,,,,
1043,ID,Idaho,2,n/a,,,,,,,,,,,,,,,,,,
1044,ID,Idaho,H,n/a,,,,,Total State Votes:,,154523,,,,681594,,,,,,,
1045,,,,n/a,,,,,,,,,,,,,,,,,,
1046,IL,Illinois,1,H2IL01042 ,(I),Bobby L.,Rush,"Rush, Bobby L.",,D,128402,0.714364398057226,,,234037,0.740946995839955,,,,,W,
1047,IL,Illinois,1,H6IL01167,,"Howard B., Jr.",Brookins,"Brookins, Howard B., Jr.",,D,34645,0.19274742270909,,,,,,,,,,
1048,IL,Illinois,1,H4IL02269 ,,O. Patrick ,Brutus,"Brutus, O. Patrick ",,D,16696,0.0928881792336836,,,,,,,,,,
1049,IL,Illinois,1,n/a,,,,,Party Votes:,D,179743,,,,,,,,,,,
1050,IL,Illinois,1,H6IL01159,,August (O'Neill),Deuser,"Deuser, August (O'Neill)",,R,24584,0.73779298340386,,,81817,0.259027676643598,,,,,,
1051,IL,Illinois,1,H6IL01175,,"Jimmy Lee, II",Tillman,"Tillman, Jimmy Lee, II",,R,8737,0.262207016596141,,,,,,,,,,
1052,IL,Illinois,1,n/a,,,,,Party Votes:,R,33321,,,,,,,,,,,
1053,IL,Illinois,1,n/a,,Tabitha,Carson,"Carson, Tabitha",,W,,,,,8,2.5327516447056E-05,,,,,,
1054,IL,Illinois,1,n/a,,,,,District Votes:,,213064,,,,315862,,,,,,,
1055,IL,Illinois,1,n/a,,,,,,,,,,,,,,,,,,
1056,IL,Illinois,2,H2IL02172,(I),Robin,Kelly,"Kelly, Robin",,D,115752,0.739190129827004,,,235051,0.798076204833595,,,,,W,
1057,IL,Illinois,2,H2IL02156,,Marcus,Lewis,"Lewis, Marcus",,D,25280,0.1614376121538,,,,,,,,,,
1058,IL,Illinois,2,H4IL02236,,Charles,Rayburn,"Rayburn, Charles",,D,9559,0.0610435970956556,,,,,,,,,,
1059,IL,Illinois,2,H6IL02264 ,,Dorian C. L. ,Myrickes,"Myrickes, Dorian C. L. ",,D,6002,0.0383286609235406,,,,,,,,,,
1060,IL,Illinois,2,n/a,,,,,Party Votes:,D,156593,,,,,,,,,,,
1061,IL,Illinois,2,H6IL02199,,John F,Morrow,"Morrow, John F",,R,277303,1,,,59471,0.201923795166405,,,,,,
1062,IL,Illinois,2,n/a,,,,,Party Votes:,R,277303,,,,,,,,,,,
1063,IL,Illinois,2,n/a,,,,,District Votes:,,433896,,,,294522,,,,,,,
1064,IL,Illinois,2,n/a,,,,,,,,,,,,,,,,,,
1065,IL,Illinois,3,H4IL03077 ,(I),Daniel William,Lipinski,"Lipinski, Daniel William",,D,107620,1,,,225320,0.999596292993687,,,,,W,
1066,IL,Illinois,3,n/a,,,,,Party Votes:,D,107620,,,,,,,,,,,
1067,IL,Illinois,3,n/a,,Diane,Harris,"Harris, Diane",,W,,,,,91,0.000403707006312913,,,,,,
1068,IL,Illinois,3,n/a,,,,,District Votes:,,107620,,,,225411,,,,,,,
1069,IL,Illinois,3,n/a,,,,,,,,,,,,,,,,,,
1070,IL,Illinois,4,H2IL08039 ,(I),Luis V.,Gutierrez,"Gutierrez, Luis V.",,D,92779,0.751740007616331,,,171297,1,,,,,W,
1071,IL,Illinois,4,H6IL04146 ,,Javier,Salas,"Salas, Javier",,D,30640,0.248259992383669,,,,,,,,,,
1072,IL,Illinois,4,n/a,,,,,Party Votes:,D,123419,,,,,,,,,,,
1073,IL,Illinois,4,n/a,,,,,District Votes:,,123419,,,,171297,,,,,,,
1074,IL,Illinois,4,n/a,,,,,,,,,,,,,,,,,,
1075,IL,Illinois,5,H0IL05096 ,(I),Mike,Quigley,"Quigley, Mike",,D,127679,1,,,212842,0.678437097576214,,,,,W,
1076,IL,Illinois,5,n/a,,,,,Party Votes:,D,127679,,,,,,,,,,,
1077,IL,Illinois,5,H6IL05168 ,,Vince,Kolber,"Kolber, Vince",,R,,,,,86222,0.27483393046117,,,,,,
1078,IL,Illinois,5,H6IL05176,,Rob ,Sherman,"Sherman, Rob ",,GRE,157,0.579335793357934,,,14657,0.0467194094171947,,,,,,
1079,IL,Illinois,5,H6IL05168 ,,"Warren ""Grizz""",Grimsley,"Grimsley, Warren ""Grizz""",,GRE,114,0.420664206642066,,,,,,,,,,
1080,IL,Illinois,5,n/a,,,,,Party Votes:,GRE,271,,,,,,,,,,,
1081,IL,Illinois,5,n/a,,Michael,Krynski,"Krynski, Michael",,W,,,,,3,9.56254542209076E-06,,,,,,
1082,IL,Illinois,5,n/a,,,,,District Votes:,,127950,,,,313724,,,,,,,
1083,IL,Illinois,5,n/a,,,,,,,,,,,,,,,,,,
1084,IL,Illinois,6,H6IL06117,(I),Peter J.,Roskam,"Roskam, Peter J.",,R,83344,0.687781610523362,,,208555,0.592240150392167,,,,,W,
1085,IL,Illinois,6,H6IL06158 ,,Gordan (Jay),Kinzler,"Kinzler, Gordan (Jay)",,R,37834,0.312218389476638,,,,,,,,,,
1086,IL,Illinois,6,n/a,,,,,Party Votes:,R,121178,,,,,,,,,,,
1087,IL,Illinois,6,H6IL06166,,Amanda,Howland,"Howland, Amanda",,D,51101,0.671251050861707,,,143591,0.407759849607833,,,,,,
1088,IL,Illinois,6,H0IL08033,,Robert ,Marshall,"Marshall, Robert ",,D,25027,0.328748949138293,,,,,,,,,,
1089,IL,Illinois,6,n/a,,,,,Party Votes:,D,76128,,,,,,,,,,,
1090,IL,Illinois,6,n/a,,,,,District Votes:,,197306,,,,352146,,,,,,,
1091,IL,Illinois,6,n/a,,,,,,,,,,,,,,,,,,
1092,IL,Illinois,7,H4IL07037,(I),Danny K.,Davis,"Davis, Danny K.",,D,139378,0.811923292012303,,,250584,0.842395433427686,,,,,W,
1093,IL,Illinois,7,H6IL07289 ,,Thomas ,Day,"Day, Thomas ",,D,32261,0.18793107465747,,,,,,,,,,
1094,IL,Illinois,7,H2IL01141,,Frederick,Collins,"Collins, Frederick",,W(D),25,0.000145633330226489,,,,,,,,,,
1095,IL,Illinois,7,n/a,,,,,Party Votes:,D,171664,,,,,,,,,,,
1096,IL,Illinois,7,H6IL07305,,Jeffrey A.,Leef,"Leef, Jeffrey A.",,R,,,,,46882,0.157604566572314,,,,,,
1097,IL,Illinois,7,n/a,,,,,District Votes:,R,171664,,,,297466,,,,,,,
1098,IL,Illinois,7,n/a,,,,,,,,,,,,,,,,,,
1099,IL,Illinois,8,H6IL08147,,Raja,Krishnamoorthi,"Krishnamoorthi, Raja",,D,44950,0.569852941176471,,,144954,0.583149281291864,,,,,W,
1100,IL,Illinois,8,H6IL08162 ,,Michael ,Noland,"Noland, Michael ",,D,22925,0.290631338742394,,,,,,,,,,
1101,IL,Illinois,8,H6IL08188 ,,Deborah M.,Bullwinkel,"Bullwinkel, Deborah M.",,D,11005,0.139515720081136,,,,,,,,,,
1102,IL,Illinois,8,n/a,,,,,Party Votes:,D,78880,,,,,,,,,,,
1103,IL,Illinois,8,H6IL08170 ,,"Peter ""Pete""",DiCianni,"DiCianni, Peter ""Pete""",,R,51047,0.999745397571485,,,103617,0.416850718708136,,,,,,
1104,IL,Illinois,8,H6IL04138,,Andrew,Straw,"Straw, Andrew",,W(R),13,0.000254602428515472,,,,,,,,,,
1105,IL,Illinois,8,n/a,,,,,Party Votes:,R,51060,,,,,,,,,,,
1106,IL,Illinois,8,n/a,,,,,District Votes:,,129940,,,,248571,,,,,,,
1107,IL,Illinois,8,n/a,,,,,,,,,,,,,,,,,,
1108,IL,Illinois,9,H8IL09067,(I),Janice D,Schakowsky,"Schakowsky, Janice D",,D,134961,1,,,217306,0.664650036091366,,,,,W,
1109,IL,Illinois,9,n/a,,,,,Party Votes:,D,134961,,,,,,,,,,,
1110,IL,Illinois,9,H6IL09145,,Joan McCarthy,Lasonde,"Lasonde, Joan McCarthy",,R,47948,1,,,109550,0.335068573595801,,,,,,
1111,IL,Illinois,9,n/a,,,,,Party Votes:,R,47948,,,,,,,,,,,
1112,IL,Illinois,9,H4IL09074,,David,Williams,"Williams, David",,W,,,,,79,0.00024162863819323,,,,,,
1113,IL,Illinois,9,H0IL09080,,Susanne,Atanus,"Atanus, Susanne",,W,,,,,13,3.97616746393922E-05,,,,,,
1114,IL,Illinois,9,n/a,,,,,District Votes:,,182909,,,,326948,,,,,,,
1115,IL,Illinois,9,n/a,,,,,,,,,,,,,,,,,,
1116,IL,Illinois,10,H2IL10068,,Brad,Schneider,"Schneider, Brad",,D,50916,0.537326663711771,,,150435,0.526003860193849,,,,,W,
1117,IL,Illinois,10,H6IL10135,,Nancy,Rotering,"Rotering, Nancy",,D,43842,0.462673336288229,,,,,,,,,,
1118,IL,Illinois,10,n/a,,,,,Party Votes:,D,94758,,,,,,,,,,,
1119,IL,Illinois,10,H0IL10302 ,(I),Robert ,Dold,"Dold, Robert ",,R,61968,1,,,135535,0.473905229443768,,,,,,
1120,IL,Illinois,10,n/a,,,,,Party Votes:,R,61968,,,,,,,,,,,
1121,IL,Illinois,10,H6IL10150,,Joseph William,Kopsick,"Kopsick, Joseph William",,W,,,,,26,9.09103623826907E-05,,,,,,
1122,IL,Illinois,10,n/a,,,,,District Votes:,,156726,,,,285996,,,,,,,
1123,IL,Illinois,10,n/a,,,,,,,,,,,,,,,,,,
1124,IL,Illinois,11,H8IL14067 ,(I),Bill,Foster,"Foster, Bill",,D,82984,1,,,166578,0.604478668084319,,,,,W,
1125,IL,Illinois,11,n/a,,,,,Party Votes:,D,82984,,,,,,,,,,,
1126,IL,Illinois,11,H6IL11117 ,,Tonia,Khouri,"Khouri, Tonia",,R,22859,0.369384655161269,,,108995,0.395521331915681,,,,,,
1127,IL,Illinois,11,H6IL11133,,Nick,Stella,"Stella, Nick",,R,22489,0.363405726843772,,,,,,,,,,
1128,IL,Illinois,11,H6IL11141,,Herman B.,White,"White, Herman B.",,R,16536,0.267209617994958,,,,,,,,,,
1129,IL,Illinois,11,n/a,,,,,Party Votes:,R,61884,,,,,,,,,,,
1130,IL,Illinois,11,n/a,,,,,District Votes:,,144868,,,,275573,,,,,,,
1131,IL,Illinois,11,n/a,,,,,,,,,,,,,,,,,,
1132,IL,Illinois,12,H4IL12060,(I),Michael ,Bost,"Bost, Michael ",,R,74454,1,,,169976,0.543050843125603,,,,,W,
1133,IL,Illinois,12,n/a,,,,,Party Votes:,R,74454,,,,,,,,,,,
1134,IL,Illinois,12,H6IL12099 ,,"Charles ""C.J."" ",Baricevic,"Baricevic, Charles ""C.J."" ",,D,70580,1,,,124246,0.396949540258529,,,,,,
1135,IL,Illinois,12,n/a,,,,,Party Votes:,D,70580,,,,,,,,,,,
1136,IL,Illinois,12,H2IL12130,,Paula,Bradshaw,"Bradshaw, Paula",,GRE,117,0.801369863013699,,,18780,0.0599996166158683,,,,,,
1137,IL,Illinois,12,H6IL12115,,Sadona M.,Folkner,"Folkner, Sadona M.",,GRE,29,0.198630136986301,,,,,,,,,,
1138,IL,Illinois,12,n/a,,,,,Party Votes:,GRE,146,,,,,,,,,,,
1139,IL,Illinois,12,n/a,,,,,District Votes:,,145180,,,,313002,,,,,,,
1140,IL,Illinois,12,n/a,,,,,,,,,,,,,,,,,,
1141,IL,Illinois,13,H2IL13120 ,(I),Rodney,Davis,"Davis, Rodney",,R,71447,0.76950499741513,,,187583,0.596649427151918,,,,,W,
1142,IL,Illinois,13,H6IL13139,,Ethan,Vandersand,"Vandersand, Ethan",,R,21401,0.23049500258487,,,,,,,,,,
1143,IL,Illinois,13,n/a,,,,,Party Votes:,R,92848,,,,,,,,,,,
1144,IL,Illinois,13,H6IL13121 ,,Mark D ,Wicklund,"Wicklund, Mark D ",,D,71430,1,,,126811,0.403350572848082,,,,,,
1145,IL,Illinois,13,n/a,,,,,Party Votes:,D,71430,,,,,,,,,,,
1146,IL,Illinois,13,n/a,,,,,District Votes:,,164278,,,,314394,,,,,,,
1147,IL,Illinois,13,n/a,,,,,,,,,,,,,,,,,,
1148,IL,Illinois,14,H0IL14080,(I),"Randall M. ""Randy""",Hultgren,"Hultgren, Randall M. ""Randy""",,R,101299,1,,,200508,0.593048740450226,,,,,W,
1149,IL,Illinois,14,n/a,,,,,Party Votes:,R,101299,,,,,,,,,,,
1150,IL,Illinois,14,H6IL14129,,Jim ,Walz,"Walz, Jim ",,D,27706,0.427014780450966,,,137589,0.406951259549774,,,,,,
1151,IL,Illinois,14,H4IL14124,,John J,Hosta,"Hosta, John J",,D,24866,0.383243684786462,,,,,,,,,,
1152,IL,Illinois,14,H6IL14137 ,,Jesse ,Maggitt,"Maggitt, Jesse ",,D,12311,0.189741534762573,,,,,,,,,,
1153,IL,Illinois,14,n/a,,,,,Party Votes:,D,64883,,,,,,,,,,,
1154,IL,Illinois,14,n/a,,,,,District Votes:,,166182,,,,338097,,,,,,,
1155,IL,Illinois,14,n/a,,,,,,,,,,,,,,,,,,
1156,IL,Illinois,15,H2IL20042 ,(I),John M.,Shimkus,"Shimkus, John M.",,R,76547,0.603721054956149,,,274554,1,,,,,W,
1157,IL,Illinois,15,H6IL15084 ,,Kyle,McCarter,"McCarter, Kyle",,R,50245,0.396278945043851,,,,,,,,,,
1158,IL,Illinois,15,n/a,,,,,Party Votes:,R,126792,,,,,,,,,,,
1159,IL,Illinois,15,n/a,,,,,District Votes:,,126792,,,,274554,,,,,,,
1160,IL,Illinois,15,n/a,,,,,,,,,,,,,,,,,,
1161,IL,Illinois,16,H0IL11052 ,(I),Adam,Kinzinger,"Kinzinger, Adam",,R,101421,0.999980280606963,,,259722,0.99949586881814,,,,,W,
1162,IL,Illinois,16,H6IL16082 ,,Colin M.,McGroarty,"McGroarty, Colin M.",,W(R),2,1.97193930370823E-05,,,,,,,,,,
1163,IL,Illinois,16,n/a,,,,,Party Votes:,R,101423,,,,,,,,,,,
1164,IL,Illinois,16,n/a,,John F.,Burchardt,"Burchardt, John F.",,W,,,,,131,0.000504131181860513,,,,,,
1165,IL,Illinois,16,n/a,,,,,District Votes:,,101423,,,,259853,,,,,,,
1166,IL,Illinois,16,n/a,,,,,,,,,,,,,,,,,,
1167,IL,Illinois,17,H2IL17071 ,(I),Cheri ,Bustos,"Bustos, Cheri ",,D,70319,1,,,173125,0.603080106455613,,,,,W,
1168,IL,Illinois,17,n/a,,,,,Party Votes:,D,70319,,,,,,,,,,,
1169,IL,Illinois,17,H6IL17205,,Patrick,Harlan,"Harlan, Patrick",,R,52405,0.757188267591389,,,113943,0.396919893544387,,,,,,
1170,IL,Illinois,17,H6IL17213 ,,Jack,Boccarossa,"Boccarossa, Jack",,R,16805,0.242811732408611,,,,,,,,,,
1171,IL,Illinois,17,n/a,,,,,Party Votes:,R,69210,,,,,,,,,,,
1172,IL,Illinois,17,n/a,,,,,District Votes:,,139529,,,,287068,,,,,,,
